corrupt,0
blinks
1.03,2
1.9,0
4.48,0
7.11,0
9.33,0
10.59,0
14.36,2
15.48,1
15.91,1
16.27,1
17.01,1
17.55,1
17.93,1
23.2,0
24.77,0
29.98,0
30.57,1
30.96,1
31.3,1
31.88,1
32.33,1
32.65,1
44.43,0
45.54,1
45.96,1
46.34,1
46.98,1
47.42,1
47.81,1
51.86,0
58.22,0
59.81,0
60.42,1
60.81,1
61.14,1
61.7,1
62.04,1
62.29,1
69.41,0
75.4,1
75.71,1
75.99,1
76.49,1
76.76,1
77.05,1
83.34,0
86.46,0
88.87,0
90.36,1
90.66,1
90.94,1
91.4,1
91.71,1
91.94,1
98.7,0
99.72,0
102.7,0
105.32,1
105.6,1
105.86,1
106.26,1
106.51,1
106.81,1
110.39,0
117.79,0
119.06,0
120.4,1
120.71,1
120.96,1
121.34,1
121.66,1
121.98,1
127.44,0
129.01,0
132.69,0
135.14,0
135.45,1
135.72,1
136.04,1
136.42,1
136.77,1
137.04,1
140.15,0
144.9,0
147.02,0
150.52,1
150.83,1
151.1,1
151.39,1
151.66,1
151.91,1
