corrupt, 0
blinks
5.1,2
8.96,0
12.34,2
17.18,2
25.46,1
26.13,1
26.84,1
28.3,1
29.03,1
29.72,1
38.78,0
41.95,2
50.4,1
51.08,1
51.79,1
53.07,1
53.7,1
54.29,1
57.85,2
61.22,2
64.29,2
73.8,0
75.67,1
76.31,1
76.92,1
78.24,1
78.88,1
79.57,1
90.76,0
96.71,2
100.55,1
101.18,1
101.84,1
103.15,1
103.89,1
104.61,1
119.85,0
125.43,1
126.03,1
126.77,1
128.04,1
128.74,1
129.46,1
131.81,0
144.66,0
150.41,1
151.03,1
151.66,1
152.96,1
153.65,1
154.32,1
164.78,0
171.39,0
175.53,1
176.19,1
176.81,1
178.06,1
178.72,1
179.42,1
192.54,0
193.87,2
197.57,2
200.5,1
201.23,1
201.82,1
203.04,1
203.73,1
204.4,1
207.22,0
218.06,0
225.04,0
225.82,1
226.44,1
227.08,1
228.38,1
229.07,1
229.65,1
236.84,2
237.26,2
237.78,2
250.09,1
250.93,1
251.52,1
252.54,1
253.19,1
253.83,1
258.67,2
261.84,2
269.89,2
274.58,2
275.69,1
276.29,1
276.86,1
