corrupt, 0
blinks
1.56,0
2.19,0
3.8,0
4.94,0
8.05,0
9.96,0
11.98,0
13.22,0
14.58,0
15.69,0
16.06,1
16.46,1
17.13,1
17.53,1
17.77,1
18.16,1
21.92,0
22.86,0
23.82,0
25.24,0
26.02,0
27.63,0
28.94,0
30.63,1
31.12,1
31.63,1
32.34,1
32.77,1
33.46,1
36.73,2
37.56,0
38.13,0
39.76,2
41.12,0
42.46,2
43.65,2
45.03,2
45.82,1
46.34,1
47.08,1
47.56,1
48.21,1
52.28,0
56.13,2
56.62,2
58.72,0
59.78,0
60.62,1
61.25,1
62.14,1
62.8,1
63.35,1
64.41,1
67.92,2
70.53,0
71.34,0
72.14,0
73.34,2
73.57,2
74.99,1
75.76,1
76.36,1
77.31,1
77.8,1
78.33,1
80.45,0
81.27,2
82.95,2
84.01,2
85.94,2
87.14,2
87.31,2
88.98,2
90.62,1
91.16,1
91.66,1
92.61,1
93.27,1
93.84,1
98.51,2
99.27,2
101.08,2
101.93,2
102.89,2
103.89,2
105.1,2
105.92,1
106.36,1
106.91,1
107.69,1
108.14,1
108.74,1
111.98,2
112.95,2
113.76,2
114.7,2
116.62,2
118.92,2
120.57,1
121.07,1
121.66,1
122.46,1
122.92,1
123.69,1
127.36,2
128.22,2
130,0
130.77,2
131.67,2
135.56,1
136.1,1
136.58,1
137.37,1
137.84,1
138.49,1
141.4,0
142.88,2
143.96,2
145.36,0
146.66,0
147.7,2
148.6,2
149.96,2
150.73,1
151.28,1
151.85,1
