corrupt, 0
blinks
16.27,1
17.15,1
17.92,1
19.38,1
20.47,1
21.33,1
24.18,2
26.43,0
29.19,0
31.01,1
31.92,1
32.7,1
34.06,1
35.31,1
36.21,1
41.97,0
43.44,0
45.8,1
46.94,1
48.03,1
49.37,1
50.34,1
51.31,1
53.06,0
57.53,2
57.86,2
59.09,0
59.82,0
60.93,1
61.74,1
62.76,1
64.13,1
65.2,1
66.02,1
70,0
75.9,1
76.83,1
77.72,1
79.34,1
80.36,1
81.34,1
84.79,0
88,0
90.85,1
91.97,1
92.82,1
94.21,1
95.16,1
96.02,1
98.39,0
104.72,2
105.59,1
107.08,1
108.03,1
109.46,1
110.31,1
111.25,1
113.31,2
118.79,0
120.99,1
122,1
122.77,1
123.84,1
124.58,1
125.5,1
128.05,0
134.32,0
135.81,1
136.86,1
137.7,1
139.1,1
139.88,1
140.68,1
143.93,2
147.81,0
150.78,1
151.76,1
