corrupt, 0
blinks
7.65,0
11.36,0
18.94,0
25.6,1
26.32,1
27.32,1
29.09,1
29.92,1
30.84,1
34.39,0
43.27,0
50.66,1
51.88,1
52.97,1
56.1,1
57,1
58.25,1
74.66,0
75.78,1
76.66,1
77.57,1
81.84,1
82.56,1
83.31,1
87.11,2
93.08,2
95.75,0
97.22,0
100.55,1
101.54,1
102.34,1
103.76,1
104.47,1
105.35,1
108.22,2
112.36,2
115.9,0
125.82,1
126.7,1
127.53,1
129.22,1
130.06,1
130.91,1
135.98,0
139.74,0
141.08,0
150.47,1
151.52,1
152.38,1
156.5,1
157.16,1
157.74,1
162.96,0
174.41,0
175.76,1
176.54,1
177.4,1
179.54,1
180.18,1
181.17,1
184.2,2
190.71,0
200.49,1
202.83,1
203.45,1
204.66,1
205.18,1
205.94,1
208.93,0
220.04,0
224.5,0
225.7,1
226.62,1
227.34,1
228.7,1
229.66,1
230.51,1
234.38,0
240.58,0
245.56,0
249.03,0
250.77,1
251.7,1
252.48,1
253.87,1
254.88,1
255.72,1
258.99,0
265.84,0
271.01,0
274.56,0
276.04,1
276.7,1
