corrupt, 0
blinks
0.76,0
11.03,0
15.57,1
16.33,1
17.22,1
18.88,1
19.82,1
20.65,1
24.62,0
28.27,0
30.66,1
31.4,1
32.19,1
33.88,1
34.81,1
35.65,1
40.88,2
45.51,1
46.32,1
47.12,1
48.87,1
49.46,1
50.34,1
57.53,0
60.52,1
61.24,1
61.93,1
63.54,1
64.31,1
65.13,1
68.51,0
73.61,0
75.69,1
76.44,1
77.22,1
78.73,1
79.53,1
80.24,1
87.58,0
90.45,1
91.14,1
91.84,1
93.68,1
94.49,1
95.29,1
100.98,0
104.72,0
105.57,1
106.3,1
107,1
108.76,1
109.32,1
110.14,1
118.6,0
120.66,1
121.36,1
122.13,1
123.73,1
124.62,1
125.59,1
130.55,0
135.48,1
136.16,1
137.06,1
138.86,1
139.64,1
140.48,1
147.26,0
150.59,1
151.28,1
152.02,1
