corrupt, 1
0,25
blinks
25.54,1
25.86,1
26.28,1
27.72,1
28.18,1
35.3,0
41.87,0
46.8,0
49.06,0
50.5,1
50.88,1
51.3,1
52.19,1
52.69,1
53.16,1
57.64,0
59.41,2
61.68,0
64.68,0
69.17,0
70.95,2
71.21,2
74.28,2
74.52,2
75.44,1
75.78,1
76.24,1
76.98,1
77.41,1
77.84,1
82.34,0
88.25,0
92.82,0
97.59,2
97.9,2
100.46,1
100.84,1
101.24,1
101.94,1
102.42,1
102.82,1
110,0
113.82,0
117.72,0
124.34,0
125.52,1
125.95,1
126.4,1
127.12,1
127.54,1
127.99,1
137.88,0
144.76,0
150.48,1
150.93,1
151.4,1
152.16,1
152.54,1
152.92,1
162.43,2
163.17,0
168.24,0
171.9,0
172.61,0
172.88,0
175.46,1
175.86,1
176.28,1
177.03,1
177.46,1
177.97,1
179.53,0
181.26,0
182.84,0
186.48,2
188.11,2
192.73,2
193.04,0
196.1,0
198.77,0
200.52,1
200.91,1
201.36,1
202.14,1
202.62,1
203.16,1
206.35,2
209.22,0
213.42,0
215,0
218.8,0
220.08,0
221.8,0
224.89,0
225.62,1
225.98,1
226.36,1
227.1,1
227.55,1
228.03,1
231.63,0
234.2,0
236.8,0
240.85,0
246.76,0
248.6,0
250.43,1
250.78,1
251.22,1
252.02,1
252.46,1
252.9,1
257.41,0
260.38,0
264.35,2
264.85,0
268.36,0
271.22,0
275.49,1
275.92,1
276.36,1
277.05,1
