corrupt, 3
81,83
127,131
140,-1
blinks
2.16,0
3.75,0
15.53,1
16.24,1
16.8,1
17.97,1
18.57,1
18.96,1
21.12,2
28.04,2
30.52,1
31.19,1
31.82,1
33.46,1
33.9,1
34.58,1
35.41,2
39.36,0
44.8,2
45.53,1
46.07,0
46.52,0
47.69,0
48.19,0
48.68,0
49.73,2
53.31,2
60.48,1
61.16,1
61.91,1
62.72,1
63.51,1
64.14,1
66.5,2
70.3,0
75.61,1
76.5,1
77.13,1
78.36,1
79.05,1
79.79,1
85.03,2
90.41,1
91.13,1
91.67,1
93.13,1
93.85,1
94.28,1
96.9,2
105.39,1
106.05,1
106.63,1
107.8,1
108.62,1
109.4,1
112.37,2
119.354,0
120.62,1
121.14,1
121.76,1
123.14,1
123.74,1
124.78,1
126.55,0
133.37,0
135.71,1
136.2,1
136.69,1
137.62,1
138.19,1
138.77,1
