corrupt, 0
blinks
1.43,0
4.66,0
7.97,0
10.98,0
11.98,0
12.64,0
15.98,1
16.82,1
17.73,1
19.46,1
20.44,1
21.34,1
24.92,0
26.97,0
28.9,0
30.78,1
31.7,1
32.47,1
33.83,1
34.64,1
35.51,1
40.41,0
40.81,0
43.71,0
45.88,1
46.8,1
47.7,1
49.28,1
50.24,1
51.34,1
55.23,0
57.95,0
60.72,1
61.48,1
62.42,1
64.47,1
65.39,1
66.42,1
70.48,0
72.24,0
74.44,0
75.84,1
76.89,1
77.83,1
79.23,1
79.91,1
80.59,1
85.44,0
86.91,0
89.1,0
90.72,1
91.42,1
92.26,1
93.56,1
94.33,1
95.26,1
98.23,0
99.93,0
101.83,0
105.83,1
106.78,1
107.74,1
109.44,1
110.53,1
111.55,1
115.02,0
119.58,0
120.61,1
121.42,1
122.29,1
123.06,2
124.32,1
125.17,1
126.15,1
130.39,0
132.31,0
133.47,0
135.76,1
136.9,1
138.02,1
139.66,1
140.94,1
141.97,1
145.45,0
147.13,0
149.4,0
150.83,1
151.77,1
