corrupt, 1
0,21
blinks
22.63,2
23.97,0
29.24,0
30.97,1
31.62,1
32.21,1
33.26,1
33.83,1
34.42,1
45.71,1
46.24,1
46.79,1
47.97,1
48.57,1
49.07,1
60.66,1
61.23,1
61.82,1
62.95,1
63.54,1
64.08,1
71.3,0
75.87,1
76.52,1
77.08,1
78.45,1
78.98,1
79.54,1
87.47,0
90.86,1
91.38,1
91.99,1
93.27,1
93.8,1
94.35,1
100.39,0
105.89,1
106.46,1
107.01,1
108.27,1
108.9,1
109.46,1
112.95,0
116.45,0
120.64,1
121.19,1
121.76,1
122.97,1
123.51,1
124.07,1
130.84,0
135.84,1
136.41,1
136.93,1
138.16,1
138.75,1
139.32,1
144.2,0
150.75,1
151.31,1
151.84,1
