corrupt, 0
blinks
3.31,0
11.88,0
13.06,0
16.38,1
17.22,1
18.11,1
19.32,1
20.04,1
20.7,1
24.07,0
29.27,0
31.74,1
32.52,1
33.52,1
34.94,1
35.98,1
36.76,1
40.62,0
44.42,0
46.69,1
47.48,1
48.21,1
49.86,1
50.58,1
51.19,1
54.06,0
54.51,2
58.93,0
61.82,1
62.54,1
63.19,1
64.45,1
65.04,1
65.8,1
68.8,0
70.54,0
76.92,1
77.55,1
78.54,1
80.41,1
81.3,1
82.2,1
84.06,0
86.26,0
86.96,0
89.72,0
91.81,1
92.58,1
93.3,1
94.39,1
95.09,1
95.52,1
100.86,0
106.7,1
107.24,1
107.87,1
109.54,1
110.19,1
110.72,1
115.4,0
119.3,0
121.67,1
122.2,1
122.82,1
124.36,1
125.13,1
125.8,1
129.48,0
130.6,0
131.32,0
136.58,1
137.16,1
137.9,1
139.54,1
140.34,1
141.29,1
144.64,0
146.26,0
147.94,0
152.24,1
